hospital_name,last_updated_on,version,hospital_location,hospital_address,license_number | VA,"To the best Of its knowledge And belief, the hospital has included all applicable standard charge information In accordance With the requirements Of 45 CFR 180.50, And the information encoded Is True, accurate, And complete As Of the Date indicated.",Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
RHO D IMMUNE GLOBULIN INJ 300M,87202790,CDM,636,RC,J2790,HCPCS,facility,both,,,,460,230,,,,,,,,,,,
"ROPIVACAINE HYDROCHLORIDE,1MG",87202795,CDM,636,RC,J2795,HCPCS,facility,both,,,,1,0.5,,,,,,,,,,,
"HYALURONAN OR DERIVATIVE,GEL-",87207326,CDM,636,RC,J7326,HCPCS,facility,both,,,,768,384,,,,,,,,,,,
"PREDNISOLONE,ORAL,PER 5MG",87207510,CDM,636,RC,J7510,HCPCS,facility,both,,,,19,9.5,,,,,,,,,,,
"FC-INJ,PERFLUTREN LIPID PER ML",87209957,CDM,255,RC,Q9957,HCPCS,facility,both,,,,462,231,,,,,,,,,,,
PENCIL G PROC INJ 100 THOU UN,87220558,CDM,636,RC,J0558,HCPCS,facility,both,,,,23,11.5,,,,,,,,,,,
PENCIL G PROC INJ 100 THOU UN,87220561,CDM,636,RC,J0561,HCPCS,facility,both,,,,23,11.5,,,,,,,,,,,
INJ RIMABOTULINUMTOXINB 100 UN,87220587,CDM,636,RC,J0587,HCPCS,facility,both,,,,34,17,,,,,,,,,,,
LIDOCAINE INJECTION,87222001,CDM,636,RC,J2001,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
"FLU VACC,AFLURA,>=3YRS,IM",87222035,CDM,636,RC,Q2035,HCPCS,facility,both,,,,69,34.5,,,,,,,,,,,
"FLU VACC,FLULAVAL,>=3YRS,IM",87222036,CDM,636,RC,Q2036,HCPCS,facility,both,,,,69,34.5,,,,,,,,,,,
"FLU VACC,FLUVIRIN,>=3YRS,IM",87222037,CDM,636,RC,Q2037,HCPCS,facility,both,,,,69,34.5,,,,,,,,,,,
"FLU VACC,FLUZONE,3 YRS & UP,IM",87222038,CDM,636,RC,Q2038,HCPCS,facility,both,,,,70,35,,,,,,,,,,,
"FLU VACC,OTHER,>=3YRS,IM",87222039,CDM,636,RC,Q2039,HCPCS,facility,both,,,,78,39,,,,,,,,,,,
"INJ,OCTOFLUOROPROPANE MCRSPHS",87222041,CDM,636,RC,Q9956,HCPCS,facility,both,,,,341,170.5,,,,,,,,,,,
NALTREXONE DEPOT FORM 1MG,87222315,CDM,636,RC,J2315,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
"INJ, DUROLANE 1 MG",87222325,CDM,636,RC,J7318,HCPCS,facility,both,,,,21,10.5,,,,,,,,,,,
OCTREOTIDE DEPOT 1 MG IM INJ,87222353,CDM,636,RC,J2353,HCPCS,facility,both,,,,1074,537,,,,,,,,,,,
LIDOCAINE HCL 2% W EPI 1CC,87222497,CDM,636,RC,J3490,HCPCS,facility,both,,,,32,16,,,,,,,,,,,
LIDOCAINE/XYLOCAINE HCL 2%,87222498,CDM,636,RC,J3490,HCPCS,facility,both,,,,31,15.5,,,,,,,,,,,
LIDOCAINE HCL 1% W EPI 1CC,87222499,CDM,636,RC,J3490,HCPCS,facility,both,,,,31,15.5,,,,,,,,,,,
THIAMINE HCL 100 MG INJ,87223411,CDM,636,RC,J3411,HCPCS,facility,both,,,,40,20,,,,,,,,,,,
"XOLAIR,5MG",87223570,CDM,636,RC,J2357,HCPCS,facility,both,,,,99,49.5,,,,,,,,,,,
MONOVISC INJ PER DOSE,87227327,CDM,636,RC,J7327,HCPCS,facility,both,,,,2592,1296,,,,,,,,,,,
GELSYN-3 INJECTION 0.1 MG,87227328,CDM,636,RC,J7328,HCPCS,facility,both,,,,3,1.5,,,,,,,,,,,
BCG LIVE INTRAVESICAL 1MG,87229030,CDM,636,RC,J9030,HCPCS,facility,both,,,,9,4.5,,,,,,,,,,,
MARCAINE 0.5%1 CC,87229754,CDM,636,RC,J3490,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
INJ 0.25% BUPIVACAINE HYDR 1ML,87232490,CDM,636,RC,J3490,HCPCS,facility,both,,,,27,13.5,,,,,,,,,,,
RADIOLOGIC EXAMINATION SACROILIAC JNTS <3 VIEWS,87272200,CDM,320,RC,72200,HCPCS,facility,both,,,,414,207,,,,,,,,,,,
"DEXAMETHASONE,ORAL,0.25 MG",87279310,CDM,636,RC,J8540,HCPCS,facility,both,,,,1,0.5,,,,,,,,,,,
"INSULIN,PER 5 UNITS",87291815,CDM,636,RC,J1815,HCPCS,facility,both,,,,19,9.5,,,,,,,,,,,
"INJ,AMINOPHYLLIN,UP TO 250MG",87297085,CDM,636,RC,J0280,HCPCS,facility,both,,,,20,10,,,,,,,,,,,
CEFAZOLIN SODIUM INJ 500 MG,87297095,CDM,636,RC,J0690,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
ARISTOCORT FORTE PER 5MG,87297099,CDM,636,RC,J3302,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
LORAZEPAM ANTIVAN) 2MG,87297114,CDM,636,RC,J2060,HCPCS,facility,both,,,,11,5.5,,,,,,,,,,,
DIPHENHYDRAMINE HCL INJECTION,87297116,CDM,636,RC,J1200,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
BETAMETHASONE ACET&SOD PHOSP,87297158,CDM,636,RC,J0702,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
COMPAZINE UP TO 10MG,87297168,CDM,636,RC,J0780,HCPCS,facility,both,,,,36,18,,,,,,,,,,,
DEXAMETHASONE SODIUM PHOSPHATE,87297301,CDM,636,RC,J1100,HCPCS,facility,both,,,,11,5.5,,,,,,,,,,,
LIDOCAINE/XYLOCAINE HCL 1%,87297313,CDM,636,RC,J3490,HCPCS,facility,both,,,,31,15.5,,,,,,,,,,,
FECAL BLOOD SCRN IMMUNOASSAY,87297351,CDM,300,RC,G0328,HCPCS,facility,both,,,,178,89,,,,,,,,,,,
DIAZEPAM (VALIUM)5MG,87297367,CDM,636,RC,J3360,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
DEPOMEDROL 20MG,87297371,CDM,636,RC,J1020,HCPCS,facility,both,,,,14,7,,,,,,,,,,,
DOBUTAMINE HCI PER 250 MGS,87297373,CDM,636,RC,J1250,HCPCS,facility,both,,,,57,28.5,,,,,,,,,,,
DEPOMEDROL 40MG,87297375,CDM,636,RC,J1030,HCPCS,facility,both,,,,27,13.5,,,,,,,,,,,
DEPOMEDROL 80MG,87297376,CDM,636,RC,J1040,HCPCS,facility,both,,,,40,20,,,,,,,,,,,
"INJ,MEDROXYPROGESTERONE 1MG",87297379,CDM,636,RC,J1050,HCPCS,facility,both,,,,1,0.5,,,,,,,,,,,
"INJECTION,ONABOTULINUMTOXINA",87297412,CDM,636,RC,J0585,HCPCS,facility,both,,,,29,14.5,,,,,,,,,,,
"GEMZAR, GEMCITABINE 200MG/5ML",87297460,CDM,636,RC,J9201,HCPCS,facility,both,,,,47,23.5,,,,,,,,,,,
GARAMYCIN GENTAMICIN INJ,87297466,CDM,636,RC,J1580,HCPCS,facility,both,,,,23,11.5,,,,,,,,,,,
IMITREX PER 6MG,87297487,CDM,636,RC,J3030,HCPCS,facility,both,,,,238,119,,,,,,,,,,,
INTERFERON ALFA-2B INJ 1 MILLN,87297502,CDM,636,RC,J9214,HCPCS,facility,both,,,,98,49,,,,,,,,,,,
KENALOG PER 10 MG,87297505,CDM,636,RC,J3301,HCPCS,facility,both,,,,11,5.5,,,,,,,,,,,
LASIX UP TO 20MG,87297525,CDM,636,RC,J1940,HCPCS,facility,both,,,,37,18.5,,,,,,,,,,,
"ENBREL(ENTANERCEPT),INJ,25MG",87297532,CDM,636,RC,J1438,HCPCS,facility,both,,,,935,467.5,,,,,,,,,,,
SOLU-MEDROL UP TO 40 MG,87297563,CDM,636,RC,J2920,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
METHOTREXATE SODIUM 50MG,87297565,CDM,636,RC,J9260,HCPCS,facility,both,,,,7,3.5,,,,,,,,,,,
METHOTREXATE SODIUM 5 MG,87297566,CDM,636,RC,J9250,HCPCS,facility,both,,,,6,3,,,,,,,,,,,
MORPHINE SULFATE INJECTION,87297595,CDM,636,RC,J2270,HCPCS,facility,both,,,,12,6,,,,,,,,,,,
MITOMYCIN INJECTION 5 MG,87297600,CDM,636,RC,J9280,HCPCS,facility,both,,,,228,114,,,,,,,,,,,
NUBAINE PER 10MG,87297628,CDM,636,RC,J2300,HCPCS,facility,both,,,,14,7,,,,,,,,,,,
INJ HEPARIN SODIUM PER 1000UNT,87297632,CDM,636,RC,J1644,HCPCS,facility,both,,,,11,5.5,,,,,,,,,,,
LOVENOX 10MG,87297655,CDM,636,RC,J1650,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
PROLIXIN DECANOATE INJ TO 25MG,87297669,CDM,636,RC,J2680,HCPCS,facility,both,,,,31,15.5,,,,,,,,,,,
PROMETHAZINE UP TO 50MG,87297672,CDM,636,RC,J2550,HCPCS,facility,both,,,,75,37.5,,,,,,,,,,,
RINGERS & LACTATE UP TO 1000CC,87297680,CDM,636,RC,J7120,HCPCS,facility,both,,,,50,25,,,,,,,,,,,
VITAMIN K PER 1MG,87297682,CDM,636,RC,J3430,HCPCS,facility,both,,,,14,7,,,,,,,,,,,
REGLAN UP TO 10MG,87297686,CDM,636,RC,J2765,HCPCS,facility,both,,,,20,10,,,,,,,,,,,
SODIUM BICARBONATE 8.4%-50ML,87297693,CDM,636,RC,J3490,HCPCS,facility,both,,,,60,30,,,,,,,,,,,
SOLU-MEDROL UP TO 125MG,87297702,CDM,636,RC,J2930,HCPCS,facility,both,,,,19,9.5,,,,,,,,,,,
STADOL 1MG,87297710,CDM,636,RC,J0595,HCPCS,facility,both,,,,25,12.5,,,,,,,,,,,
TORADOL PER 15MG,87297730,CDM,636,RC,J1885,HCPCS,facility,both,,,,36,18,,,,,,,,,,,
VITAMIN B-12 UP TO 1000MCG,87297785,CDM,636,RC,J3420,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
ZOFRAN PER 1MG,87297825,CDM,636,RC,J2405,HCPCS,facility,both,,,,17,8.5,,,,,,,,,,,
"INJ,THYROTROPIN ALPHA,.9MG",87297827,CDM,636,RC,J3240,HCPCS,facility,both,,,,13782,6891,,,,,,,,,,,
NORMAL SALINE SOLUTION250CC,87299598,CDM,636,RC,J7050,HCPCS,facility,both,,,,23,11.5,,,,,,,,,,,
NORMAL SALINE SOLUTION INFUS,87299599,CDM,636,RC,J7040,HCPCS,facility,both,,,,27,13.5,,,,,,,,,,,
NORMAL SALINE SOLUTION 1000CC,87299607,CDM,636,RC,J7030,HCPCS,facility,both,,,,36,18,,,,,,,,,,,
"BUPIVACAINE HCL INJECTION 0.25%, PER ML",87299631,CDM,636,RC,J3490,HCPCS,facility,both,,,,0.14,0.07,,,,,,,,,,,
"BUPIVACAINE HCL INJECTION 0.5%, PER ML",87299632,CDM,636,RC,J3490,HCPCS,facility,both,,,,0.42,0.21,,,,,,,,,,,
LIDOCAINE HCL EPINEPHRINE INJECTION .5%,87299661,CDM,278,RC,J3490,HCPCS,facility,both,,,,7,3.5,,,,,,,,,,,
"LIDOCAINE HCL EPINEPHRINE INJECTION 1%, PER ML",87299662,CDM,636,RC,J3490,HCPCS,facility,both,,,,20,10,,,,,,,,,,,
"LIDOCAINE HCL EPINEPHRINE INJECTION 2%, PER ML",87299663,CDM,636,RC,J3490,HCPCS,facility,both,,,,11,5.5,,,,,,,,,,,
SODIUM CHLORIDE INJECTION .9%,87299702,CDM,636,RC,J3490,HCPCS,facility,both,,,,3,1.5,,,,,,,,,,,
"XYLOCAINE MPF INJECTION 1%, PER ML",87299718,CDM,636,RC,J3490,HCPCS,facility,both,,,,3,1.5,,,,,,,,,,,
"XYLOCAINE MPF INJECTION 2%, PER ML",87299721,CDM,636,RC,J3490,HCPCS,facility,both,,,,2,1,,,,,,,,,,,
ECG MONIT/REPRT UP TO 48 HRS,87300295,CDM,731,RC,93226,HCPCS,facility,both,,,,601,300.5,,,,,,,,,,,
REMOVAL SUTR/STAPLE REQ ANES,87300297,CDM,761,RC,15851,HCPCS,facility,both,,,,5611,2805.5,,,,,,,,,,,
CATH FOR SPECIMEN COLLECT SGL,87309612,CDM,300,RC,P9612,HCPCS,facility,both,,,,28,14,,,,,,,,,,,
FNA BX W/O IMG GDN EA ADDL,87310004,CDM,761,RC,10004,HCPCS,facility,both,,,,164,82,,,,,,,,,,,
FNA BX W/US GDN 1ST LES,87310005,CDM,761,RC,10005,HCPCS,facility,both,,,,1719,859.5,,,,,,,,,,,
FNA BX W/US GDN EA ADDL,87310006,CDM,761,RC,10006,HCPCS,facility,both,,,,1719,859.5,,,,,,,,,,,
FNA BX W/FLUOR GDN 1ST LES,87310007,CDM,761,RC,10007,HCPCS,facility,both,,,,1426,713,,,,,,,,,,,
FNA BX W/CT GDN 1ST LES,87310009,CDM,761,RC,10009,HCPCS,facility,both,,,,2082,1041,,,,,,,,,,,
FINE NEEDLE ASPIRATION W/,87310021,CDM,761,RC,10021,HCPCS,facility,both,,,,742,371,,,,,,,,,,,
PERQ DEV SOFT TISS 1ST IMG,87310035,CDM,320,RC,10035,HCPCS,facility,both,,,,1868,934,,,,,,,,,,,
ACNE SURGERY,87310040,CDM,761,RC,10040,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
INCISION & DRAINAGE ABSCESS SIMPLE/SINGLE,87310060,CDM,761,RC,10060,HCPCS,facility,both,,,,910,455,,,,,,,,,,,
SPEC-I+D ABSCESS COMPLEX OR MU,87310061,CDM,761,RC,10061,HCPCS,facility,both,,,,1305,652.5,,,,,,,,,,,
10080 PILONIDAL CYST-SIMPLE,87310080,CDM,761,RC,10080,HCPCS,facility,both,,,,826,413,,,,,,,,,,,
SPEC-FB REMOVAL SUBCUTA TISSUE,87310120,CDM,761,RC,10120,HCPCS,facility,both,,,,961,480.5,,,,,,,,,,,
10121 I&FB REMOVAL SUBQ-COMP,87310121,CDM,761,RC,10121,HCPCS,facility,both,,,,5916,2958,,,,,,,,,,,
"AD-HEMATOMA,SEROMA",87310140,CDM,761,RC,10140,HCPCS,facility,both,,,,3713,1856.5,,,,,,,,,,,
"PUNC ASP ABS,HEM,BULLA,CYST",87310160,CDM,761,RC,10160,HCPCS,facility,both,,,,729,364.5,,,,,,,,,,,
INCISION & DRAINAGE OF ABSCESS,87310180,CDM,761,RC,10180,HCPCS,facility,both,,,,8901,4450.5,,,,,,,,,,,
11000 DEBRD INF SKIN-10% BODY,87311000,CDM,761,RC,11000,HCPCS,facility,both,,,,554,277,,,,,,,,,,,
11042 DEBRD SKIN&SUBQ 20SQCM/<,87311042,CDM,761,RC,11042,HCPCS,facility,both,,,,1510,755,,,,,,,,,,,
DEB MUSC/FASCIA 20 SQ CM/<,87311043,CDM,761,RC,11043,HCPCS,facility,both,,,,2260,1130,,,,,,,,,,,
DEB BONE 20 SQ CM/<,87311044,CDM,761,RC,11044,HCPCS,facility,both,,,,4707,2353.5,,,,,,,,,,,
11045 DEB SUBQ TISSUE ADD-ON,87311045,CDM,761,RC,11045,HCPCS,facility,both,,,,1190,595,,,,,,,,,,,
DEB MUSC/FASCIA ADD-ON=<20 SQ,87311046,CDM,761,RC,11046,HCPCS,facility,both,,,,1153,576.5,,,,,,,,,,,
DEB BONE ADD-ON,87311047,CDM,761,RC,11047,HCPCS,facility,both,,,,4658,2329,,,,,,,,,,,
PARE/CUT BENGN HYPERKERAT SNGL,87311055,CDM,761,RC,11055,HCPCS,facility,both,,,,650,325,,,,,,,,,,,
PARE/CUT BENIGN HYPERKERAT 2-4,87311056,CDM,761,RC,11056,HCPCS,facility,both,,,,398,199,,,,,,,,,,,
PARE/CUT BENIGN HYPERKERAT>4,87311057,CDM,761,RC,11057,HCPCS,facility,both,,,,650,325,,,,,,,,,,,
TANGNTL BX SKIN SINGLE LES,87311102,CDM,761,RC,11102,HCPCS,facility,both,,,,621,310.5,,,,,,,,,,,
TANGNTL BX SKIN EA SEP/ADDL,87311103,CDM,761,RC,11103,HCPCS,facility,both,,,,621,310.5,,,,,,,,,,,
PUNCH BX SKIN SINGLE LESION,87311104,CDM,761,RC,11104,HCPCS,facility,both,,,,684,342,,,,,,,,,,,
PUNCH BX SKIN EA SEP/ADDL,87311105,CDM,761,RC,11105,HCPCS,facility,both,,,,684,342,,,,,,,,,,,
INCAL BX SKN SINGLE LES,87311106,CDM,761,RC,11106,HCPCS,facility,both,,,,752,376,,,,,,,,,,,
INCAL BX SKN EA SEP/ADDL,87311107,CDM,761,RC,11107,HCPCS,facility,both,,,,752,376,,,,,,,,,,,
CHG - REMOVAL OF SKIN TAGS UP TO 15,87311200,CDM,761,RC,11200,HCPCS,facility,both,,,,447,223.5,,,,,,,,,,,
CHG - REMOVAL OF ADD SKIN TAGS 10+,87311201,CDM,761,RC,11201,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION TRUNK/ARM/LEG 0.5 CM/<,87311300,CDM,761,RC,11300,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION TRUNK/ARM/LEG 0.6-1.0 CM,87311301,CDM,761,RC,11301,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION TRUNK/ARM/LEG 1.1-2.0 CM,87311302,CDM,761,RC,11302,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION TRUNK/ARM/LEG >2.0 CM,87311303,CDM,761,RC,11303,HCPCS,facility,both,,,,634,317,,,,,,,,,,,
SHAVE SKIN LESION SCALP/NECK/HANDS/FEET/GENITALIA 0.5 CM/<,87311305,CDM,761,RC,11305,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION SCALP/NECK/HANDS/FEET/GENITALIA 0.6 -1.0 CM,87311306,CDM,761,RC,11306,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION SCALP/NECK/HANDS/FEET/GENITALIA 1.1-2.0 CM,87311307,CDM,761,RC,11307,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION SCALP/NECK/HANDS/FEET/GENITALIA >2.0 CM,87311308,CDM,761,RC,11308,HCPCS,facility,both,,,,661,330.5,,,,,,,,,,,
SHAVE SKIN LESION FACE/EARS/EYELIDS/NOSE/LIPS/MUCOSA 0.5 CM/<,87311310,CDM,761,RC,11310,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION FACE/EARS/EYELIDS/NOSE/LIPS/MUCOSA 0.6-1.0 CM,87311311,CDM,761,RC,11311,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
SHAVE SKIN LESION FACE/EARS/EYELIDS/NOSE/LIPS/MUCOSA 1.1-2.0 CM,87311312,CDM,761,RC,11312,HCPCS,facility,both,,,,450,225,,,,,,,,,,,
SP-EXC-BENIGN LES 0.5CM OR<,87311400,CDM,761,RC,11400,HCPCS,facility,both,,,,1773,886.5,,,,,,,,,,,
CHG - EXC TR-EXT B9+MARG 0.6-1 CM,87311401,CDM,761,RC,11401,HCPCS,facility,both,,,,1145,572.5,,,,,,,,,,,
CHG - EXC TR-EXT B9+MARG 1.2-2 CM,87311402,CDM,761,RC,11402,HCPCS,facility,both,,,,1999,999.5,,,,,,,,,,,
CHG - EXC TR-EXT B9+MARG 2.1-3 CM,87311403,CDM,761,RC,11403,HCPCS,facility,both,,,,2317,1158.5,,,,,,,,,,,
CHG - REMOVAL OF SKIN LESION,87311404,CDM,761,RC,11404,HCPCS,facility,both,,,,7578,3789,,,,,,,,,,,
CHG - REMOVAL OF SKIN LESION,87311406,CDM,761,RC,11406,HCPCS,facility,both,,,,7578,3789,,,,,,,,,,,
CHG - EXC H-F-NK-SP B9+MARG 0.5<,87311420,CDM,761,RC,11420,HCPCS,facility,both,,,,3565,1782.5,,,,,,,,,,,
CHG - EXC H-F-NK-SP B9+MARG 0.5-1,87311421,CDM,761,RC,11421,HCPCS,facility,both,,,,2985,1492.5,,,,,,,,,,,
CHG - EXC H-F-NK-SP B9+MARG 1.1-2,87311422,CDM,761,RC,11422,HCPCS,facility,both,,,,2756,1378,,,,,,,,,,,
CHG - EXC H-F-NK-SP B9+MARG 2.1-3,87311423,CDM,761,RC,11423,HCPCS,facility,both,,,,4076,2038,,,,,,,,,,,
REMOVAL OF SKIN LESION,87311424,CDM,761,RC,11424,HCPCS,facility,both,,,,4896,2448,,,,,,,,,,,
REMOVAL OF SKIN LESION,87311426,CDM,761,RC,11426,HCPCS,facility,both,,,,5994,2997,,,,,,,,,,,
CHG - EXC FACE-MM B9+MARG 0.5<CM,87311440,CDM,761,RC,11440,HCPCS,facility,both,,,,2139,1069.5,,,,,,,,,,,
CHG - EXC FACE-MM B9+MARG 0.6-1 CM,87311441,CDM,761,RC,11441,HCPCS,facility,both,,,,2139,1069.5,,,,,,,,,,,
CHG - EXC FACE-MM B9+MARG 1.1-2 CM,87311442,CDM,761,RC,11442,HCPCS,facility,both,,,,3565,1782.5,,,,,,,,,,,
EXC FACE-MM B9+MARG 3.1-4 CM,87311444,CDM,761,RC,11444,HCPCS,facility,both,,,,5557,2778.5,,,,,,,,,,,
"REMOVAL,SWEAT GLAND LESION",87311450,CDM,761,RC,11450,HCPCS,facility,both,,,,10014,5007,,,,,,,,,,,
EXC HIDRAD UMBIL; S/I REP,87311470,CDM,761,RC,11470,HCPCS,facility,both,,,,8074,4037,,,,,,,,,,,
EXC TR-EXT MLG+MARG 0.5<CM,87311600,CDM,761,RC,11600,HCPCS,facility,both,,,,1968,984,,,,,,,,,,,
CHG - EXC TR-EXT MLG+MARG 0.6-1CM,87311601,CDM,761,RC,11601,HCPCS,facility,both,,,,1968,984,,,,,,,,,,,
CHG - EXC TR-EXT MLG+MARG 1.1-2CM,87311602,CDM,761,RC,11602,HCPCS,facility,both,,,,1711,855.5,,,,,,,,,,,
CHG - EXC TR-EXT MLG+MARG 2.1-3CM,87311603,CDM,761,RC,11603,HCPCS,facility,both,,,,1968,984,,,,,,,,,,,
CHG - REMOVAL OF SKIN LESION,87311604,CDM,761,RC,11604,HCPCS,facility,both,,,,1968,984,,,,,,,,,,,
REMOVAL OF SKIN LESION,87311606,CDM,761,RC,11606,HCPCS,facility,both,,,,4671,2335.5,,,,,,,,,,,
CHG - EXC H-F-NK-SP MLG-MARG 0.6-1,87311621,CDM,761,RC,11621,HCPCS,facility,both,,,,4671,2335.5,,,,,,,,,,,
CHG - EXC H-F-NK-SP MLG+MARG 1.1-2,87311622,CDM,761,RC,11622,HCPCS,facility,both,,,,4671,2335.5,,,,,,,,,,,
CHG - EXC H-F-NK-SP MLG+MARG 2.1-3,87311623,CDM,761,RC,11623,HCPCS,facility,both,,,,4671,2335.5,,,,,,,,,,,
REMOVAL OF SKIN LESION,87311624,CDM,761,RC,11624,HCPCS,facility,both,,,,4671,2335.5,,,,,,,,,,,
EXC H-F-NK-SP MLG+MARG>4CM,87311626,CDM,761,RC,11626,HCPCS,facility,both,,,,8074,4037,,,,,,,,,,,
EXC FACE-MM MALIG+MARG 0.5<,87311640,CDM,761,RC,11640,HCPCS,facility,both,,,,3843,1921.5,,,,,,,,,,,
CHG - EXC FACE-MM MALIG+MARG 0.6-1,87311641,CDM,761,RC,11641,HCPCS,facility,both,,,,3843,1921.5,,,,,,,,,,,
CHG - EXC FACE-MM MALIG+MARG 1.1-2,87311642,CDM,761,RC,11642,HCPCS,facility,both,,,,3843,1921.5,,,,,,,,,,,
CHG - EXC FACE-MM MALIG+MARG 2.1-3,87311643,CDM,761,RC,11643,HCPCS,facility,both,,,,3843,1921.5,,,,,,,,,,,
EXC FACE-MM MALIG+MARG 3.1-4,87311644,CDM,761,RC,11644,HCPCS,facility,both,,,,5708,2854,,,,,,,,,,,
CHG - TRIM NAIL(S),87311719,CDM,761,RC,11719,HCPCS,facility,both,,,,189,94.5,,,,,,,,,,,
CHG - NAIL DEBRID 1-5 BY ANY METHOD,87311720,CDM,761,RC,11720,HCPCS,facility,both,,,,532,266,,,,,,,,,,,
CHG - NAIL DEBRID 6 OR>ANY METHOD,87311721,CDM,761,RC,11721,HCPCS,facility,both,,,,326,163,,,,,,,,,,,
CHG - 11730 AVUL NAIL PLATE SIMP-1,87311730,CDM,761,RC,11730,HCPCS,facility,both,,,,454,227,,,,,,,,,,,
CHG - REMOVE NAIL PLATE ADD-ON,87311732,CDM,761,RC,11732,HCPCS,facility,both,,,,650,325,,,,,,,,,,,
EVAC SUBUNGUAL HEMATOMA,87311740,CDM,761,RC,11740,HCPCS,facility,both,,,,268,134,,,,,,,,,,,
CHG - 11750 EXC NAIL&MATRX-PERM RML,87311750,CDM,761,RC,11750,HCPCS,facility,both,,,,1190,595,,,,,,,,,,,
REPAIR OF NAIL BED,87311760,CDM,761,RC,11760,HCPCS,facility,both,,,,785,392.5,,,,,,,,,,,
11765 NAIL FOLD WEDGE EXCISION,87311765,CDM,761,RC,11765,HCPCS,facility,both,,,,450,225,,,,,,,,,,,
CHG - EXC PILONID CYST;SMPL,87311770,CDM,761,RC,11770,HCPCS,facility,both,,,,5660,2830,,,,,,,,,,,
EXC PILONID CYST; EXTENS,87311771,CDM,761,RC,11771,HCPCS,facility,both,,,,7837,3918.5,,,,,,,,,,,
INJECTION INTO SKIN LESIONS=<7,87311900,CDM,761,RC,11900,HCPCS,facility,both,,,,388,194,,,,,,,,,,,
ADDED SKIN LESIONS INJECTION>7,87311901,CDM,761,RC,11901,HCPCS,facility,both,,,,608,304,,,,,,,,,,,
TX CONTOUR DEFECTS 5.1-10CC,87311952,CDM,761,RC,11952,HCPCS,facility,both,,,,1718,859,,,,,,,,,,,
TX CONTOUR DEFECTS >10.0 CC,87311954,CDM,761,RC,11954,HCPCS,facility,both,,,,1107,553.5,,,,,,,,,,,
INSERTION DRUG DELIVERY IMPLANT,87311981,CDM,761,RC,11981,HCPCS,facility,both,,,,2002,1001,,,,,,,,,,,
REMOVAL NON-BIODEGRADABLE DRUG DELIVERY IMPLANT,87311982,CDM,761,RC,11982,HCPCS,facility,both,,,,1279,639.5,,,,,,,,,,,
RMVL W/RINSJ NON-BIODEGRADABLE DRUG DLVR IMPLT,87311983,CDM,761,RC,11983,HCPCS,facility,both,,,,1410,705,,,,,,,,,,,
CHG - 12001 SIMPLE REP TRUNK=<2.5CM,87312001,CDM,761,RC,12001,HCPCS,facility,both,,,,803,401.5,,,,,,,,,,,
CHG - 12002 SIMP REP TRUNK 2.5-7.5CM,87312002,CDM,761,RC,12002,HCPCS,facility,both,,,,1349,674.5,,,,,,,,,,,
REPAIR INTERMEDIATE S/A/T/E 2.5 CM/<,87312031,CDM,761,RC,12031,HCPCS,facility,both,,,,1087,543.5,,,,,,,,,,,
REPAIR INTERMEDIATE S/A/T/E 2.6-7.5 CM,87312032,CDM,761,RC,12032,HCPCS,facility,both,,,,1087,543.5,,,,,,,,,,,
REPAIR INTERMEDIATE S/A/T/E 7.6-12.5 CM,87312034,CDM,761,RC,12034,HCPCS,facility,both,,,,1087,543.5,,,,,,,,,,,
REPAIR INTERMEDIATE S/A/T/E 12.6-20.0CM,87312035,CDM,761,RC,12035,HCPCS,facility,both,,,,1087,543.5,,,,,,,,,,,
CHG - 12041 LAY CLOS HND/FT=<2.5CM,87312041,CDM,761,RC,12041,HCPCS,facility,both,,,,450,225,,,,,,,,,,,
